TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-08,2026-07-08,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,9.51,10.28,9.51,9.62,9.62,9.41,,9.62,,,610719514,6039795574.47,405559,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,13.84,14.27,13.81,13.93,13.93,13.85,,13.93,,,415863719,5840933220.22,933921,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,35.85,38.25,35.36,36.52,36.76,35.89,,36.53,,,105821330,3913981116.48,175370,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,759723,INE0LP301011,PWL,EQ,,,,,PHYSICSWALLAH LIMITED,145.99,159.43,145.0,146.64,145.2,148.78,,146.62,,,86650598,13126323245.88,353714,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,23.88,24.05,23.32,23.42,23.46,24.01,,23.42,,,83807507,1981751072.25,101244,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,18520,INE509F01029,CUPID,EQ,,,,,CUPID LIMITED,222.33,226.0,176.89,196.98,192.0,221.11,,196.61,,,77637002,16566969798.15,392803,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,42.0,42.79,40.71,40.99,41.08,42.4,,40.99,,,72617491,3039869903.55,106615,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,5948,INE683A01023,SOUTHBANK,EQ,,,,,THE SOUTH INDIAN BANK LTD,47.55,47.55,43.01,43.7,43.92,47.67,,43.7,,,72099008,3186768609.18,141157,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,104,INE932X01026,SHAREINDIA,EQ,,,,,SHARE IND. SECURITIES LTD,169.01,194.9,167.33,177.72,173.7,164.91,,177.73,,,70663043,12723911529.97,420340,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,17.48,17.49,16.81,16.9,16.81,17.56,,16.9,,,69391716,1188958412.53,46129,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,750518,INE694L01019,VEDPOWER,EQ,,,,,VEDANTA POWER LIMITED,41.36,43.2,40.52,40.74,40.91,41.82,,40.74,,,67057540,2792099991.52,158395,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,54.3,54.78,52.71,53.13,53.1,54.38,,53.13,,,65132513,3492822072.15,102440,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.31,1.37,1.3,1.31,1.31,1.31,,1.31,,,62209679,82808664.0,14373,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,21.95,21.95,21.23,21.35,21.35,21.95,,21.35,,,61553030,1330754759.21,63742,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,288.5,296.55,283.75,286.7,287.3,289.4,,286.7,,,58555994,16987113607.85,222340,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,2955,INE303R01014,KALYANKJIL,EQ,,,,,KALYAN JEWELLERS IND LTD,360.0,386.4,358.4,374.15,375.0,354.75,,374.15,,,53326753,19989575019.4,353078,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,74.4,78.1,73.32,73.9,74.05,74.46,,73.9,,,52642138,3981098116.64,118153,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,760234,INE947N01017,AEQUS,EQ,,,,,AEQUS LIMITED,245.03,271.0,245.03,256.14,259.0,242.43,,256.14,,,49520857,12833308533.48,355621,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,2792,INE07O001026,EASEMYTRIP,EQ,,,,,EASY TRIP PLANNERS LTD,7.05,7.14,6.78,6.85,6.86,7.1,,6.85,,,48047999,331472489.4,32295,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,15259,INE614G01033,RPOWER,EQ,,,,,RELIANCE POWER LTD.,24.9,25.4,24.35,24.63,24.76,24.96,,24.63,,,39464319,981357915.97,48921,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,825.9,834.35,806.95,810.3,809.3,829.3,,810.3,,,38754632,31854245392.45,392366,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,10794,INE476A01022,CANBK,EQ,,,,,CANARA BANK,124.0,124.93,120.5,121.15,121.51,125.03,,121.15,,,37708203,4637283160.44,134085,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,18143,INE758E01017,JIOFIN,EQ,,,,,JIO FIN SERVICES LTD,242.0,242.0,229.0,229.99,230.86,243.07,,230.0,,,37304617,8699990790.33,327408,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,27066,INE00H001014,SWIGGY,EQ,,,,,SWIGGY LIMITED,265.0,270.33,259.01,261.41,260.46,266.27,,261.45,,,36474952,9645399386.25,202956,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,23.67,24.02,22.53,22.8,22.83,23.83,,22.8,,,35157712,816841154.49,36496,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,1624,INE242A01010,IOC,EQ,,,,,INDIAN OIL CORP LTD,139.7,140.35,136.6,137.63,137.7,142.18,,137.61,,,33976686,4703059379.49,172115,F1,1,,,,,
2026-07-08,2026-07-08,CM,NSE,STK,763839,INE17QZ01016,KNACK,EQ,,,,,KNACK PACKAGING LIMITED,188.0,192.0,180.33,182.98,182.5,170.0,,182.97,,,33503005,6248990745.85,226657,F1,1,,,,,
