TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-22,2026-09-22,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,12.79,13.72,12.71,13.58,13.48,12.79,,13.58,,,638501220,8504282057.55,288152,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,13.89,14.36,13.71,14.27,14.27,13.84,,14.27,,,527812273,7452636482.56,835162,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,760229,INE0VDM01015,MEESHO,EQ,,,,,MEESHO LIMITED,221.88,244.74,218.6,240.19,240.6,219.15,,240.19,,,108359244,25647745105.82,569367,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,16.55,16.57,16.02,16.17,16.15,16.48,,16.17,,,107197215,1741005700.41,1100500,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,759820,INE15B701018,PINELABS,EQ,,,,,PINE LABS LIMITED,195.25,204.95,191.63,197.58,197.3,193.7,,197.58,,,82008849,16284109498.52,424255,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,37.15,38.9,37.14,37.78,37.9,37.0,,37.78,,,73804321,2821440837.38,163330,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,766005,INE644Q01039,GLASSWALL,EQ,,,,,GLASS WALL SYSTEM (I) LTD,304.15,317.9,296.1,309.29,311.6,295.21,,309.29,,,70304720,21675627634.3,591154,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,18.0,18.71,17.88,18.04,18.06,17.94,,18.04,,,70245799,1275692381.71,83397,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,758968,INE0Y8W01025,AHCL,EQ,,,,,ANLON HEALTHCARE LIMITED,27.6,28.86,26.91,28.86,28.86,26.24,,28.94,,,70018561,1973408142.2,121813,F1,1,,,,,
2026-09-22,2026-09-22,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,74.45,77.08,73.91,75.94,75.8,74.25,,75.94,,,67877909,5145470650.87,152520,F1,1,,,,,
