TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-09,2026-07-09,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,9.71,10.95,9.58,9.83,9.86,9.62,,9.83,,,1061536718,10997271830.55,578104,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,750290,INE1CLE01013,VISL,EQ,,,,,VEDANTA IRON AND STEEL L,34.11,34.64,33.03,33.03,33.03,34.76,,33.03,,,241447708,8107874657.08,188326,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,13.99,14.15,13.97,14.04,14.06,13.93,,14.04,,,198912712,2798398267.06,429539,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,2955,INE303R01014,KALYANKJIL,EQ,,,,,KALYAN JEWELLERS IND LTD,380.0,448.0,377.85,443.0,439.75,374.15,,443.1,,,117145048,50058270506.85,661386,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,37.8,39.6,36.68,37.93,38.09,36.52,,37.93,,,115141797,4385454434.8,175142,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,18520,INE509F01029,CUPID,EQ,,,,,CUPID LIMITED,196.0,216.86,196.0,210.01,214.52,196.98,,210.0,,,104267938,21815830584.72,542973,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,14.22,14.96,14.1,14.28,14.24,14.09,,14.28,,,74000999,1071929204.09,44887,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,41.34,41.75,40.15,40.39,40.39,40.99,,40.39,,,64175674,2617710806.31,104684,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,27066,INE00H001014,SWIGGY,EQ,,,,,SWIGGY LIMITED,262.0,282.41,262.0,280.95,281.8,261.41,,280.95,,,55995424,15547953991.93,422444,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,23.42,23.8,23.42,23.64,23.67,23.42,,23.64,,,52193951,1234613490.44,73211,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,21.4,21.72,21.12,21.64,21.65,21.35,,21.64,,,50888988,1093438215.02,47243,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,287.3,300.35,287.3,292.45,292.45,286.7,,292.45,,,49865056,14678096837.7,256928,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,74.8,78.0,74.51,76.66,76.9,73.9,,76.67,,,48013939,3684619421.47,114190,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,16.92,17.39,16.74,17.0,17.04,16.9,,17.0,,,47510874,809725597.96,32984,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,53.13,54.29,53.07,53.7,53.68,53.13,,53.7,,,42640345,2292314152.46,87943,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,761099,INE0LGX01024,INA,EQ,,,,,INSOLATION ENERGY LIMITED,110.17,125.0,109.71,118.56,121.3,108.5,,118.57,,,42385448,5134653309.31,180088,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,2792,INE07O001026,EASEMYTRIP,EQ,,,,,EASY TRIP PLANNERS LTD,6.88,6.93,6.74,6.75,6.75,6.85,,6.75,,,41948986,284898279.33,14760,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,813.0,822.85,812.3,817.55,817.0,810.3,,817.6,,,39891798,32656870500.6,336701,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,22.8,23.85,22.75,23.42,23.4,22.8,,23.42,,,39226487,913922287.77,41489,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,750518,INE694L01019,VEDPOWER,EQ,,,,,VEDANTA POWER LIMITED,41.7,42.03,40.32,41.18,41.3,40.74,,41.18,,,36325807,1501039343.19,91129,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,1922,INE237A01036,KOTAKBANK,EQ,,,,,KOTAK MAHINDRA BANK LTD,371.5,377.95,368.4,377.15,377.3,370.1,,377.15,,,30720415,11466632415.95,310195,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,27052,INE0W2G01015,SAGILITY,EQ,,,,,SAGILITY LIMITED,40.38,41.97,40.07,40.76,40.73,40.38,,40.76,,,29667213,1217567691.07,58606,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.31,1.35,1.31,1.32,1.33,1.31,,1.32,,,28667090,38092071.25,12753,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,759723,INE0LP301011,PWL,EQ,,,,,PHYSICSWALLAH LIMITED,145.5,155.09,142.33,151.38,154.0,146.64,,151.38,,,27523109,4075494129.89,129854,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,16249,INE483S01020,CCAVENUE,EQ,,,,,AVENUESAI LIMITED,16.2,17.28,16.19,17.12,17.22,16.23,,17.12,,,26501639,447084616.84,21088,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,15228,INE551W01018,UJJIVANSFB,EQ,,,,,UJJIVAN SMALL FINANC BANK,59.7,63.34,59.42,62.58,63.08,59.63,,62.57,,,26482085,1652275567.67,73368,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,10794,INE476A01022,CANBK,EQ,,,,,CANARA BANK,121.77,125.3,121.5,124.8,125.2,121.15,,124.8,,,25763230,3186533658.16,107923,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,760234,INE947N01017,AEQUS,EQ,,,,,AEQUS LIMITED,261.99,274.39,254.0,258.07,258.9,256.14,,258.07,,,25539209,6724497243.88,195777,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,15259,INE614G01033,RPOWER,EQ,,,,,RELIANCE POWER LTD.,24.4,25.05,24.3,24.79,24.85,24.63,,24.79,,,25149964,623689931.29,35073,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,104,INE932X01026,SHAREINDIA,EQ,,,,,SHARE IND. SECURITIES LTD,173.4,185.48,169.52,179.03,178.55,177.72,,179.02,,,24628676,4425769169.81,188092,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,759806,INE0HOQ01053,GROWW,EQ,,,,,BILLIONBRAINS GARAGE VN L,193.0,198.9,192.79,198.44,198.5,191.84,,198.44,,,22339788,4394593765.42,133594,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,17576,INF740KA1TA7,PVTBANKADD,EQ,,,,,DSPAMC - DSPPVBKETF,28.12,28.31,28.08,28.17,28.08,28.0,,28.17,,,22270621,627095800.16,694,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,21951,INE548A01028,HFCL,EQ,,,,,HFCL LIMITED,213.5,217.45,208.81,214.68,217.25,214.74,,214.69,,,21988011,4697294223.18,114026,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,3499,INE081A01020,TATASTEEL,EQ,,,,,TATA STEEL LIMITED,189.5,189.87,186.62,187.91,187.81,188.2,,187.9,,,21203724,3982658955.84,147644,F1,1,,,,,
2026-07-09,2026-07-09,CM,NSE,STK,13528,INE776C01039,GMRAIRPORT,EQ,,,,,GMR AIRPORTS LIMITED,111.01,113.2,111.01,111.83,111.91,111.01,,111.83,,,19447181,2185849172.26,49833,F1,1,,,,,
