TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-17,2026-09-17,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,16.37,18.5,16.2,17.94,18.05,16.62,,17.94,,,236263034,4216474431.17,645306,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,12.59,12.9,12.3,12.35,12.35,12.64,,12.35,,,225554471,2838355128.68,119012,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,14.25,14.43,14.17,14.22,14.22,14.26,,14.22,,,186454612,2663123842.96,404029,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,75.21,80.97,75.21,77.09,77.05,75.06,,77.09,,,176897944,13756449045.17,419942,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,766065,INE0FRO01022,STEAMHOUSE,EQ,,,,,STEAMHOUSE INDIA LIMITED,94.5,103.95,91.6,102.55,101.38,81.0,,102.5,,,81139258,8048825513.15,263653,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,23.32,23.38,22.91,23.13,23.13,23.4,,23.13,,,69914036,1618171403.16,83724,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,766005,INE644Q01039,GLASSWALL,EQ,,,,,GLASS WALL SYSTEM (I) LTD,223.75,257.82,222.42,257.82,257.82,214.85,,257.92,,,64015769,15460808508.24,497424,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,762670,INE507F01023,EMPOWER,EQ,,,,,EMPOWER INDIA LTD.,2.45,2.56,2.44,2.5,2.53,2.48,,2.5,,,57786293,145164151.22,13594,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,758968,INE0Y8W01025,AHCL,EQ,,,,,ANLON HEALTHCARE LIMITED,19.7,22.36,19.7,21.84,22.07,20.04,,21.84,,,49745313,1057396779.11,207422,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,759820,INE15B701018,PINELABS,EQ,,,,,PINE LABS LIMITED,185.78,194.49,182.85,184.48,183.85,185.71,,184.47,,,47871043,9038211296.45,298002,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,16249,INE483S01020,CCAVENUE,EQ,,,,,AVENUESAI LIMITED,15.32,16.86,15.26,16.32,16.32,15.32,,16.32,,,46480923,756656157.7,141618,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,766077,INE08T701025,RENTOMOJO,EQ,,,,,RENTOMOJO LIMITED,482.45,546.8,482.45,534.25,546.0,404.0,,534.14,,,45889291,23493886658.85,796063,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,15.4,15.62,15.21,15.26,15.22,15.41,,15.26,,,43904442,676361973.63,557259,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,37.43,37.62,36.51,36.79,36.74,37.24,,36.79,,,43408200,1600797254.25,126223,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,7.49,7.58,7.0,7.05,7.05,7.48,,7.05,,,42844998,307734504.21,30900,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,764121,INE302D01024,RIR,EQ,,,,,RIR POWER ELECTRONICS L,194.74,207.71,186.51,197.63,199.0,179.77,,197.66,,,36391145,7291168473.24,313049,F1,1,,,,,
2026-09-17,2026-09-17,CM,NSE,STK,399,INE470Y01017,NIACL,EQ,,,,,THE NEW INDIA ASSU CO LTD,186.5,201.24,186.5,197.05,196.76,184.19,,197.05,,,34650793,6786373232.78,303924,F1,1,,,,,
