TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-20,2026-07-20,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,9.75,10.27,9.63,9.84,9.85,9.7,,9.84,,,376893054,3763271093.75,260452,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,13.71,13.78,13.42,13.51,13.48,13.74,,13.51,,,324121150,4409758809.26,433598,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,23.65,23.65,22.71,22.93,22.95,23.61,,22.93,,,133383727,3068875952.69,121714,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,10666,INE160A01022,PNB,EQ,,,,,PUNJAB NATIONAL BANK,108.26,111.95,107.4,111.76,111.7,105.77,,111.76,,,118992976,13170232181.0,275963,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,419,INE922A01025,BEPL,EQ,,,,,BHANSALI ENG. POLYMERS LT,115.75,132.88,111.37,127.77,126.75,113.1,,127.77,,,102860780,13087508875.27,460282,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,1628,INE495P01020,BECTORFOOD,EQ,,,,,MRS BECTORS FOOD SPE LTD,187.0,215.95,185.1,210.08,209.95,188.63,,210.07,,,85300289,17821445542.83,491647,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,16.86,17.27,16.68,16.89,16.94,16.87,,16.89,,,63141609,1069769445.8,32573,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,18520,INE509F01029,CUPID,EQ,,,,,CUPID LIMITED,214.4,216.8,201.0,207.27,208.5,214.78,,207.29,,,62639495,12931259108.93,281782,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,790.0,790.0,774.55,777.6,777.95,819.6,,777.6,,,56061789,43763898766.6,979171,F1,1,,,,,
2026-07-20,2026-07-20,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.24,1.28,1.23,1.25,1.26,1.24,,1.25,,,51908967,65013392.0,20356,F1,1,,,,,
