TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-03,2026-09-03,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,10.23,10.79,10.17,10.52,10.45,10.18,,10.52,,,440757053,4644068584.3,107538,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,14.63,14.72,14.44,14.48,14.48,14.53,,14.48,,,261299227,3801746860.04,339546,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,765524,INE185Q01025,LUMINO,EQ,,,,,LUMINO INDUSTRIES LIMITED,110.0,118.99,106.54,110.32,111.2,82.0,,110.32,,,178315729,20193188472.99,733594,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,98.21,101.66,94.5,95.91,95.7,98.32,,95.91,,,166355112,16368863498.86,418481,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,20642,INE247D01039,JINDWORLD,EQ,,,,,JINDAL WORLDWIDE LTD,40.52,48.22,40.52,48.15,48.22,40.19,,48.15,,,110819795,5093916738.13,193423,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,39.35,39.7,37.11,37.47,37.45,38.98,,37.47,,,66732839,2550156612.28,133011,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,7.79,8.14,7.45,7.53,7.59,7.73,,7.53,,,61782463,482559801.14,35602,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,22.15,22.54,22.11,22.54,22.54,22.15,,22.53,,,57376675,1286262406.67,72674,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,27066,INE00H001014,SWIGGY,EQ,,,,,SWIGGY LIMITED,265.35,275.25,261.35,269.3,269.3,267.7,,269.3,,,56303392,15157029668.15,202964,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,11377,INE457A01014,MAHABANK,EQ,,,,,BANK OF MAHARASHTRA,83.15,87.35,82.82,86.32,86.32,82.4,,86.32,,,48646685,4196807690.81,115177,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,11184,INE092T01019,IDFCFIRSTB,EQ,,,,,IDFC FIRST BANK LIMITED,85.09,88.1,85.04,87.5,87.5,85.09,,87.5,,,48178595,4195501536.43,90121,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,765272,INE00IT01020,MILKYMIST,EQ,,,,,MILKY MIST DAIRY FOOD L,250.62,268.69,246.35,252.89,252.55,252.04,,252.91,,,44203953,11368216855.44,376426,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,15313,INE821I01022,IRB,EQ,,,,,IRB INFRA DEV LTD.,19.21,20.04,19.21,19.67,19.73,19.18,,19.67,,,40287061,796998710.73,39572,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,21362,INE170V01027,SALASAR,EQ,,,,,SALASAR TECHNO ENGG. LTD.,5.64,5.69,4.73,5.08,5.25,5.65,,5.08,,,40156990,204881719.4,27109,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,7852,INE066P01011,INOXWIND,EQ,,,,,INOX WIND LIMITED,71.9,74.56,70.54,74.0,74.0,70.59,,74.0,,,39746918,2876607313.92,92953,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,13796,INE201A01024,MANALIPETC,EQ,,,,,MANALI PETROCHEMICALS LT,83.0,90.89,82.0,89.73,89.0,82.76,,89.72,,,39146179,3474678690.7,123878,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,308,INE306A01021,BAJAJHIND,EQ,,,,,BAJAJ HINDUSTHAN SUGAR LT,21.91,22.55,21.85,22.08,22.04,21.84,,22.08,,,37086853,822356209.29,45760,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,1403,INE345A01011,HINDOILEXP,EQ,,,,,HINDUSTAN OIL EXPLORATION,167.5,191.0,166.8,184.38,182.8,166.18,,184.38,,,35250701,6524800206.09,203744,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,79,INE426A01027,ALEMBICLTD,EQ,,,,,ALEMBIC LIMITED,100.52,117.72,100.52,109.51,108.8,100.14,,109.51,,,35036495,3949744395.79,148298,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,2259,INE083A01026,MOREPENLAB,EQ,,,,,MOREPEN LAB. LTD,112.5,118.55,109.6,117.45,117.4,111.97,,117.45,,,33823982,3929352158.18,130716,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,22.42,22.59,21.88,22.34,22.34,21.88,,22.34,,,33644060,754194558.35,39340,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,45.7,46.38,45.55,46.03,46.03,45.46,,46.03,,,32563002,1500202757.07,54038,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,17520,INE399K01017,RTNPOWER,EQ,,,,,RATTANINDIA POWER LIMITED,7.45,7.54,7.2,7.24,7.27,7.39,,7.24,,,29370107,214338518.37,22962,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,5948,INE683A01023,SOUTHBANK,EQ,,,,,THE SOUTH INDIAN BANK LTD,45.88,48.3,45.83,47.7,47.74,45.74,,47.7,,,29134346,1386280195.53,69939,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,16.46,16.6,16.09,16.14,16.18,16.37,,16.14,,,28174660,459457821.75,27215,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,705.0,712.6,705.0,706.65,706.65,700.8,,705.98,,,27770641,19670639968.7,293146,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,25468,INE420C01059,PAISALO,EQ,,,,,PAISALO DIGITAL LIMITED,67.11,70.9,66.45,70.28,70.8,66.52,,70.28,,,26082945,1815871719.2,47563,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,38.84,38.84,37.4,37.54,37.58,38.57,,37.54,,,25866572,981084616.15,48054,F1,1,,,,,
2026-09-03,2026-09-03,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.16,1.18,1.16,1.16,1.17,1.16,,1.16,,,25562440,29860229.33,11587,F1,1,,,,,
