TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-27,2026-08-27,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,15.12,15.26,14.91,14.97,14.97,15.06,,14.97,,,430678395,6470787299.71,450734,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,11.17,11.32,10.92,11.01,10.96,11.23,,11.01,,,332871058,3696340887.69,90437,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,24.11,26.03,24.11,25.1,25.2,23.88,,25.1,,,202003226,5113084500.52,196562,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,7835,INE02WG01024,WEL,EQ,,,,,WONDER ELECTRICALS LTD,157.5,179.2,124.74,124.74,124.74,155.92,,124.74,,,129566541,19443883496.52,566211,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,41.89,43.3,41.27,41.98,41.79,41.21,,41.98,,,100784349,4261199111.28,148082,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,14180,INE0NNS01018,NSLNISP,EQ,,,,,NMDC STEEL LIMITED,41.44,45.48,41.19,44.99,45.07,41.44,,44.99,,,86668492,3858492635.19,169917,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,209.15,217.4,207.3,215.0,215.0,207.2,,215.0,,,70024737,14895004327.07,218917,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,23.94,23.94,22.71,22.97,22.95,23.36,,22.97,,,63551214,1460018741.71,48617,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,11.35,11.35,9.55,10.43,10.53,11.28,,10.43,,,60004535,620499831.22,70916,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,765272,INE00IT01020,MILKYMIST,EQ,,,,,MILKY MIST DAIRY FOOD L,227.39,233.8,212.66,217.31,215.15,222.11,,217.33,,,59235093,13183629063.8,431518,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,13430,INE164B01030,KELLTONTEC,EQ,,,,,KELLTON TECH SOL LTD,13.5,15.45,13.3,14.86,15.07,13.51,,14.86,,,58182615,859596948.05,132001,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,750290,INE1CLE01013,VISL,EQ,,,,,VEDANTA IRON AND STEEL L,38.9,40.38,38.22,38.85,38.86,38.78,,38.85,,,57698620,2251606982.93,59656,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,15308,INE964H01014,SEPC,EQ,,,,,SEPC LIMITED,5.85,5.94,5.65,5.71,5.72,5.78,,5.71,,,50238318,289000988.77,27799,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,728.15,728.15,710.0,711.0,711.0,727.2,,711.44,,,46515020,33295843038.85,640207,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,308,INE306A01021,BAJAJHIND,EQ,,,,,BAJAJ HINDUSTHAN SUGAR LT,21.9,22.48,20.87,21.11,21.01,21.78,,21.11,,,45877765,987003841.09,47715,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,85.95,88.2,83.36,84.27,84.16,85.44,,84.27,,,44599176,3857196384.57,106261,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,20296,INE482J01021,SHAH,EQ,,,,,SHAH METACORP LIMITED,3.2,3.79,3.14,3.78,3.79,3.16,,3.78,,,43893037,158692139.06,9273,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,2963,INE114A01011,SAIL,EQ,,,,,STEEL AUTHORITY OF INDIA,193.9,195.9,187.5,193.0,193.0,194.9,,192.99,,,41844533,8034971316.63,111662,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,3499,INE081A01020,TATASTEEL,EQ,,,,,TATA STEEL LIMITED,188.05,190.25,186.5,186.8,186.8,188.01,,186.59,,,40921836,7704289211.01,202221,F1,1,,,,,
2026-08-27,2026-08-27,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,22.4,22.55,22.25,22.26,22.26,22.38,,21.96,,,40844488,914550395.85,57671,F1,1,,,,,
