TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-28,2026-08-28,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,15.03,15.1,14.6,14.68,14.68,14.97,,14.68,,,375500261,5543174651.32,383204,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,10.95,11.25,10.83,10.94,10.92,11.01,,10.94,,,360417197,3963334519.61,81595,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,84.27,92.45,83.57,89.96,90.2,84.27,,89.96,,,139340453,12446613321.01,325702,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,10.49,10.49,9.16,9.24,9.23,10.43,,9.24,,,85131255,810784310.71,56499,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,38.0,39.77,37.45,38.98,38.83,37.63,,38.98,,,78463929,3052324435.07,125161,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,23.5,23.52,22.39,23.37,23.36,22.97,,23.37,,,73180946,1699481123.02,43678,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,22.31,22.36,22.01,22.1,22.1,22.26,,22.1,,,63531708,1406070905.0,64302,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,27052,INE0W2G01015,SAGILITY,EQ,,,,,SAGILITY LIMITED,44.39,46.4,44.3,46.34,46.34,44.27,,46.35,,,60764265,2784332343.18,95538,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,15308,INE964H01014,SEPC,EQ,,,,,SEPC LIMITED,5.71,5.83,5.5,5.56,5.54,5.71,,5.56,,,59773560,334627130.37,24068,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14180,INE0NNS01018,NSLNISP,EQ,,,,,NMDC STEEL LIMITED,44.99,49.4,44.78,49.02,48.75,44.99,,49.02,,,57456853,2743402307.69,109550,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,11992,INE312C01025,SYNCOMF,EQ,,,,,SYNCOM FORMU (I) LTD,17.67,20.38,17.26,19.46,19.65,17.34,,19.46,,,57135698,1108743520.89,270783,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,759806,INE0HOQ01053,GROWW,EQ,,,,,BILLIONBRAINS GARAGE VN L,196.5,196.75,189.7,191.46,191.58,196.84,,191.46,,,53275950,10230639015.65,319137,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,308,INE306A01021,BAJAJHIND,EQ,,,,,BAJAJ HINDUSTHAN SUGAR LT,21.13,22.08,21.13,21.67,21.89,21.11,,21.67,,,51508959,1114909542.15,66394,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,765426,INE1KZI01025,TEMPSENS,EQ,,,,,TEMPSENS INST (INDIA) LTD,634.0,634.85,551.15,586.65,590.6,300.0,,586.66,,,51084119,30363197674.25,821540,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,8954,INE517B01013,TTML,EQ,,,,,TATA TELESERV(MAHARASTRA),36.46,40.5,36.44,38.84,39.0,36.46,,38.85,,,50962825,2007271101.45,103945,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,21794,INE179G01029,DAVANGERE,EQ,,,,,DAVANGERE SUGAR COMPANY L,1.95,2.17,1.95,2.09,2.1,2.12,,2.09,,,50635098,104542506.41,11200,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,41.9,42.7,40.12,40.32,40.39,41.98,,40.32,,,50083778,2058628253.7,84956,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,2963,INE114A01011,SAIL,EQ,,,,,STEEL AUTHORITY OF INDIA,193.05,200.96,192.55,200.0,200.0,193.0,,199.99,,,48585004,9638242953.83,118490,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,21131,INE010J01012,TEJASNET,EQ,,,,,TEJAS NETWORKS LIMITED,538.0,576.85,538.0,550.15,549.0,511.15,,550.2,,,43164679,24188150337.7,534714,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,25.25,25.59,24.5,24.64,24.69,25.1,,24.64,,,41624710,1038297306.03,44159,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,3499,INE081A01020,TATASTEEL,EQ,,,,,TATA STEEL LIMITED,187.6,188.79,184.08,186.5,186.5,186.8,,186.49,,,39370394,7309368090.87,123995,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,2259,INE083A01026,MOREPENLAB,EQ,,,,,MOREPEN LAB. LTD,96.74,106.37,96.06,106.19,106.37,96.7,,106.19,,,39001643,4003933223.55,107502,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,20374,INE522F01014,COALINDIA,EQ,,,,,COAL INDIA LTD,401.0,406.35,397.5,401.0,401.0,400.0,,401.0,,,38504284,15368913982.35,132542,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,329.1,330.0,324.3,328.0,328.0,328.5,,328.0,,,31385139,10277203991.1,156665,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,12026,INE087H01022,RENUKA,EQ,,,,,SHREE RENUKA SUGARS LTD,23.63,24.79,23.55,24.14,24.19,23.43,,24.14,,,30588379,740648721.24,43478,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,20329,INE180C01042,CGCL,EQ,,,,,CAPRI GLOBAL CAPITAL LTD,245.0,263.56,244.1,257.98,257.55,244.8,,257.97,,,29680127,7479825121.16,118337,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,764397,INE0OWZ01020,MVELECTRO,EQ,,,,,MV ELECTROSYSTEMS LIMITED,649.9,768.0,638.5,719.55,728.0,646.8,,719.64,,,28262303,20373038929.55,493343,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14853,INE800H01010,OMAXE,EQ,,,,,OMAXE LIMITED,112.16,134.3,111.81,131.74,132.0,113.38,,131.76,,,24953289,3174468629.57,145066,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.21,1.23,1.2,1.2,1.21,1.2,,1.2,,,24825816,30043226.2,5260,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,765361,INE0K9O01026,LALITHAA,EQ,,,,,LALITHAA JEWELLERY MART L,247.35,267.9,245.52,265.24,267.15,246.23,,265.27,,,24374432,6328794557.94,194690,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,16.44,16.73,16.11,16.64,16.66,16.27,,16.64,,,23963671,395888290.03,29153,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,46.69,47.05,46.5,46.79,46.79,46.81,,46.79,,,23944393,1120085921.24,54137,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13528,INE776C01039,GMRAIRPORT,EQ,,,,,GMR AIRPORTS LIMITED,99.3,99.35,98.11,98.31,98.31,98.68,,98.31,,,23296240,2299219463.78,30637,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,759062,INE0KKN01029,RHETAN,EQ,,,,,RHETAN TMT LIMITED,21.34,22.39,20.17,20.31,20.3,21.23,,20.31,,,22750054,476349542.51,32859,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13501,INE418H01029,ALLCARGO,EQ,,,,,ALLCARGO LOGISTICS LTD,12.6,12.83,12.02,12.19,12.17,12.57,,12.19,,,21895655,270984706.03,25841,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,3812,INE256A01028,ZEEL,EQ,,,,,ZEE ENTERTAINMENT ENT LTD,105.2,106.24,100.85,101.51,101.85,103.98,,101.51,,,20423986,2101592330.04,63664,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,750290,INE1CLE01013,VISL,EQ,,,,,VEDANTA IRON AND STEEL L,38.7,39.59,38.4,38.59,38.6,38.85,,38.59,,,20299879,788647162.74,41697,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,16.94,16.98,16.76,16.82,16.81,16.92,,16.82,,,19545803,329083902.19,90341,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,3063,INE205A01025,VEDL,EQ,,,,,VEDANTA LIMITED,283.7,289.5,282.4,287.95,287.95,281.0,,287.92,,,19438996,5580101265.65,107450,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,1922,INE237A01036,KOTAKBANK,EQ,,,,,KOTAK MAHINDRA BANK LTD,424.6,426.2,421.0,423.7,423.7,424.2,,423.7,,,18952918,8036634828.2,166948,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,7287,INE391J01032,JTLIND,EQ,,,,,JTL INDUSTRIES LIMITED,83.37,91.01,82.83,89.87,89.6,82.57,,89.87,,,18590394,1640218531.42,79438,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13430,INE164B01030,KELLTONTEC,EQ,,,,,KELLTON TECH SOL LTD,14.86,15.7,14.81,15.07,14.9,14.86,,15.07,,,18231630,279820823.0,46165,F1,1,,,,,
