TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-05,2026-08-05,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,38.72,42.6,38.72,41.44,41.5,38.57,,41.44,,,268151122,11132679428.97,341008,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,12.91,13.04,12.77,12.8,12.8,12.9,,12.8,,,204366752,2636547896.32,250586,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,9.87,10.02,9.68,9.8,9.73,9.82,,9.8,,,187586629,1854705760.75,56187,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,1494,INE07T201019,RBA,EQ,,,,,RESTAURANT BRAND ASIA LTD,88.59,93.3,86.0,87.74,87.2,84.91,,87.74,,,126896989,11371654162.02,344776,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,2259,INE083A01026,MOREPENLAB,EQ,,,,,MOREPEN LAB. LTD,73.24,78.25,73.0,76.95,76.7,69.18,,76.95,,,119149669,9023478662.91,269290,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,18.97,19.28,18.25,18.32,18.3,18.84,,18.32,,,78195615,1465599872.3,46767,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,38.0,38.24,36.63,37.1,37.0,37.8,,37.1,,,72930802,2728444405.54,93576,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,21.3,21.76,21.3,21.68,21.71,21.06,,21.68,,,70755302,1528844736.24,54548,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,23.0,23.15,22.82,22.97,22.97,23.0,,22.97,,,69932112,1606267420.61,79687,F1,1,,,,,
2026-08-05,2026-08-05,CM,NSE,STK,750290,INE1CLE01013,VISL,EQ,,,,,VEDANTA IRON AND STEEL L,36.1,37.03,34.7,36.53,36.45,35.55,,36.53,,,65591869,2371897621.86,96709,F1,1,,,,,
