TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-10,2026-09-10,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,15.7,15.7,14.82,14.9,14.9,15.52,,14.9,,,888431120,13489256183.04,599368,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,13.95,14.35,13.68,13.83,13.8,13.87,,13.83,,,530933799,7442574171.04,199397,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,37.31,40.51,37.31,39.15,39.11,37.31,,39.15,,,180771099,7136238357.3,289179,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,89.34,90.4,84.6,85.15,85.2,88.96,,85.15,,,106219079,9198311012.4,253154,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,15313,INE821I01022,IRB,EQ,,,,,IRB INFRA DEV LTD.,19.9,20.6,19.28,19.91,19.94,19.07,,19.91,,,78742444,1567342559.61,99372,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,104,INE932X01026,SHAREINDIA,EQ,,,,,SHARE IND. SECURITIES LTD,191.48,212.33,191.01,196.32,195.42,189.46,,196.32,,,58611177,12057572018.12,372284,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,761814,INE887D01024,TCC,EQ,,,,,TCC CONCEPT LIMITED,52.2,58.97,51.81,53.62,55.73,51.5,,53.62,,,56803097,3204038284.65,186318,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,17358,INE735W01017,UTKARSHBNK,EQ,,,,,UTKARSH SMALL FIN BANK L,15.75,15.9,14.01,14.8,14.7,15.9,,14.8,,,53894436,794594514.33,61234,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,27095,INE665A01038,SWANCORP,EQ,,,,,SWAN CORP LIMITED,276.7,315.35,274.5,298.15,295.95,277.65,,298.14,,,53152302,16157169074.0,381593,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,22.4,22.48,22.24,22.3,22.3,22.42,,22.3,,,47990386,1072422918.3,54449,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,45.44,45.68,44.1,44.22,44.22,45.45,,44.25,,,43668900,1956369944.98,87382,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,22.97,22.99,22.66,22.69,22.73,22.6,,22.69,,,39043618,892743415.4,40672,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,24999,INE126M01010,IBULLSLTD,EQ,,,,,INDIABULLS LIMITED,25.0,25.46,24.29,24.9,24.49,25.05,,24.88,,,37845470,942878190.36,26585,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,2320,INE103C01036,SMCGLOBAL,EQ,,,,,SMC GLOBAL SECURITIES LTD,84.0,95.0,82.5,85.64,84.6,83.93,,85.63,,,35904423,3213841428.96,202387,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,21794,INE179G01029,DAVANGERE,EQ,,,,,DAVANGERE SUGAR COMPANY L,1.75,1.92,1.75,1.91,1.92,1.75,,1.91,,,34419354,63966730.45,5496,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,762663,INE669R01026,ELITECON,EQ,,,,,ELITECON INTERNATIONAL L,7.08,7.82,7.08,7.8,7.77,7.45,,7.8,,,33059819,256081450.51,27794,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,2792,INE07O001026,EASEMYTRIP,EQ,,,,,EASY TRIP PLANNERS LTD,5.99,5.99,5.78,5.79,5.82,5.97,,5.79,,,32925809,191967670.32,14691,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,758968,INE0Y8W01025,AHCL,EQ,,,,,ANLON HEALTHCARE LIMITED,16.41,18.0,16.05,17.54,17.78,16.28,,17.54,,,31629564,545042615.58,42449,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,2283,INE103A01014,MRPL,EQ,,,,,MRPL,184.98,191.9,176.01,181.32,181.0,184.46,,181.32,,,31180630,5707712198.96,155768,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,6198,INE045J01034,FCL,EQ,,,,,FINEOTEX CHEMICAL LIMITED,58.65,61.73,58.05,58.71,58.54,58.43,,58.71,,,30215858,1797318429.61,79990,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,16.41,16.59,16.16,16.23,16.31,16.4,,16.23,,,29091889,474924124.18,257268,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,21339,INE503B01021,STEELXIND,EQ,,,,,STEEL EXCHANGE INDIA LTD,12.25,12.9,12.0,12.17,12.23,12.0,,12.17,,,28145206,352484024.44,45116,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,687.1,694.5,686.2,693.8,693.8,687.1,,693.82,,,27108053,18712539671.55,435920,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,36.46,37.19,36.25,36.37,36.47,36.27,,36.37,,,23606914,865202962.07,38500,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,3499,INE081A01020,TATASTEEL,EQ,,,,,TATA STEEL LIMITED,189.0,189.0,185.0,186.78,186.78,188.75,,186.75,,,23334612,4353785274.52,105406,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,14255,INE891D01026,REDINGTON,EQ,,,,,REDINGTON LIMITED,389.0,403.25,380.3,392.0,395.0,378.05,,392.01,,,23154564,9066104986.55,260600,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,3812,INE256A01028,ZEEL,EQ,,,,,ZEE ENTERTAINMENT ENT LTD,84.4,85.1,80.26,80.95,81.1,85.71,,80.95,,,22803793,1871557978.35,79621,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.16,1.18,1.16,1.16,1.17,1.16,,1.16,,,22019197,25775018.52,10643,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,10794,INE476A01022,CANBK,EQ,,,,,CANARA BANK,124.0,127.6,123.7,124.6,124.6,124.08,,124.59,,,22002938,2764848074.01,75982,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,7.58,7.66,7.35,7.4,7.41,7.41,,7.4,,,21813064,162378228.05,15187,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,20642,INE247D01039,JINDWORLD,EQ,,,,,JINDAL WORLDWIDE LTD,57.09,57.49,55.0,55.64,55.65,55.44,,55.65,,,21274518,1192591036.75,46808,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,25468,INE420C01059,PAISALO,EQ,,,,,PAISALO DIGITAL LIMITED,79.5,83.5,79.2,83.05,82.7,79.92,,83.05,,,21159038,1736079690.56,54392,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,308,INE306A01021,BAJAJHIND,EQ,,,,,BAJAJ HINDUSTHAN SUGAR LT,21.35,21.89,21.21,21.4,21.35,21.35,,21.4,,,20871933,448964113.9,22623,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,23.41,23.63,22.63,22.81,22.72,23.43,,22.81,,,19958126,460543697.17,22878,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,23647,INE185E01021,FILATFASH,EQ,,,,,FILATEX FASHIONS LIMITED,0.18,0.19,0.18,0.18,0.19,0.18,,0.18,,,19161585,3521108.71,1688,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,765524,INE185Q01025,LUMINO,EQ,,,,,LUMINO INDUSTRIES LIMITED,106.49,110.75,102.5,107.93,106.8,106.32,,107.93,,,19091007,2019589838.56,79572,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,762670,INE507F01023,EMPOWER,EQ,,,,,EMPOWER INDIA LTD.,2.13,2.2,2.13,2.19,2.2,2.1,,2.19,,,18816331,41225759.68,2982,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,759169,INE0JYY01029,MWL,EQ,,,,,MANGALAM WORLDWIDE LTD,38.01,43.93,37.43,39.56,38.71,37.76,,39.56,,,18773791,783387807.51,114407,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,214.5,215.28,212.5,213.5,213.5,214.9,,213.5,,,18719604,4007055802.22,73718,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,10666,INE160A01022,PNB,EQ,,,,,PUNJAB NATIONAL BANK,115.5,118.2,115.47,116.85,116.85,115.61,,116.85,,,18231772,2137916483.88,61005,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,12026,INE087H01022,RENUKA,EQ,,,,,SHREE RENUKA SUGARS LTD,24.51,25.34,24.35,24.82,24.78,24.35,,24.82,,,18011981,449565071.08,27004,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,1660,INE154A01025,ITC,EQ,,,,,ITC LTD,261.0,263.9,259.1,259.3,259.3,260.8,,259.26,,,17541602,4572622840.6,109793,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,3594,INE694A01020,UNITECH,EQ,,,,,UNITECH LTD,3.92,4.31,3.92,4.22,4.23,3.92,,4.22,,,17405158,73943071.57,5091,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,15119,INE532F01054,EDELWEISS,EQ,,,,,EDELWEISS FIN SERV LTD,132.21,140.9,131.2,136.74,136.5,133.63,,136.75,,,16928746,2310440373.81,83722,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,759806,INE0HOQ01053,GROWW,EQ,,,,,BILLIONBRAINS GARAGE VN L,193.99,197.8,193.45,195.84,196.02,194.63,,195.84,,,16339114,3201612198.18,86257,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,212,INE208A01029,ASHOKLEY,EQ,,,,,ASHOK LEYLAND LTD,166.5,167.04,164.71,166.12,166.12,167.0,,166.14,,,16214508,2689752615.88,76403,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,759820,INE15B701018,PINELABS,EQ,,,,,PINE LABS LIMITED,174.99,176.58,172.22,173.17,172.71,175.08,,173.17,,,15911117,2772791895.08,92868,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,765553,INE0DRI01029,ESDS,EQ,,,,,ESDS SOFTWARE SOLUTION L,1520.0,1582.7,1330.0,1582.2,1582.7,1438.85,,1582.18,,,15676632,23490703045.35,650971,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,322.7,322.9,317.55,322.1,322.1,320.6,,322.0,,,15557911,4989877937.15,111005,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,11377,INE457A01014,MAHABANK,EQ,,,,,BANK OF MAHARASHTRA,84.56,86.25,83.75,84.35,84.35,84.56,,84.35,,,15415768,1313442351.55,43373,F1,1,,,,,
2026-09-10,2026-09-10,CM,NSE,STK,760229,INE0VDM01015,MEESHO,EQ,,,,,MEESHO LIMITED,216.0,220.72,212.51,217.91,217.55,216.7,,217.91,,,15406554,3342673896.86,136246,F1,1,,,,,
