TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-07,2026-07-07,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,14.15,14.15,13.76,13.85,13.93,14.09,,13.85,,,382559869,5313049927.38,595047,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,9.45,9.57,8.94,9.41,9.45,9.46,,9.41,,,377482439,3504904774.59,250520,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,3761,INE320J01015,RITES,EQ,,,,,RITES LIMITED,226.3,244.59,226.3,235.43,231.19,216.15,,235.43,,,100658878,23837120090.88,574313,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,38.7,38.7,35.73,35.89,35.94,38.94,,35.89,,,93723385,3432107674.79,167890,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,18520,INE509F01029,CUPID,EQ,,,,,CUPID LIMITED,217.0,221.65,207.35,221.11,221.63,213.09,,221.11,,,86186965,18764596014.34,384022,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,42.55,43.0,41.41,42.4,42.35,42.39,,42.4,,,79842715,3370999505.02,117321,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,15.1,15.5,14.74,14.91,14.9,15.0,,14.91,,,70106990,1062621665.69,80125,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,24.26,24.3,23.86,24.01,24.05,24.26,,24.01,,,61965545,1489882964.37,80881,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,843.0,843.0,826.1,829.3,827.5,829.85,,829.3,,,57611729,48052350466.8,500541,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,55.47,55.56,54.15,54.38,54.4,55.47,,54.38,,,56983348,3111578868.19,93298,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,1581,INE0EK901012,TARC,EQ,,,,,TARC LIMITED,124.5,142.4,122.61,127.51,126.7,124.53,,127.51,,,56795037,7594023943.13,274580,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,759723,INE0LP301011,PWL,EQ,,,,,PHYSICSWALLAH LIMITED,135.1,152.67,133.53,148.78,146.1,135.1,,148.79,,,56701910,8207960904.41,228989,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,104,INE932X01026,SHAREINDIA,EQ,,,,,SHARE IND. SECURITIES LTD,137.99,164.91,137.99,164.91,164.91,137.43,,164.88,,,54004222,8429209423.82,265395,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,22.04,22.41,21.86,21.95,21.96,22.36,,21.95,,,50516425,1111131976.81,47677,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,283.8,291.0,283.55,289.4,289.3,283.4,,289.4,,,45305615,13073149515.95,198040,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,17.71,17.74,17.35,17.56,17.58,17.69,,17.56,,,42718383,747590837.58,27767,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,5948,INE683A01023,SOUTHBANK,EQ,,,,,THE SOUTH INDIAN BANK LTD,46.78,49.9,46.6,47.67,47.74,46.86,,47.67,,,42310199,2050065824.91,74995,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,4204,INE775A01035,MOTHERSON,EQ,,,,,SAMVRDHNA MTHRSN INTL LTD,145.35,145.67,136.71,143.37,143.0,145.33,,143.36,,,42013051,5976866664.93,91736,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,20413,INE485C01029,IOLCP,EQ,,,,,IOL CHEM AND PHARMA LTD,145.25,173.35,145.25,165.04,164.6,144.46,,165.03,,,41176929,6895442987.06,229542,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,27052,INE0W2G01015,SAGILITY,EQ,,,,,SAGILITY LIMITED,40.68,42.14,39.9,41.44,41.5,40.58,,41.44,,,40120845,1652791954.4,63422,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,750518,INE694L01019,VEDPOWER,EQ,,,,,VEDANTA POWER LIMITED,43.0,43.2,41.44,41.82,41.97,43.01,,41.82,,,34850256,1465491264.29,85653,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,27066,INE00H001014,SWIGGY,EQ,,,,,SWIGGY LIMITED,250.05,267.4,249.99,266.27,266.19,248.37,,266.27,,,32937738,8604269137.57,201551,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,21951,INE548A01028,HFCL,EQ,,,,,HFCL LIMITED,224.95,229.5,217.05,226.04,223.5,224.95,,226.06,,,31851432,7096097452.63,153858,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,15308,INE964H01014,SEPC,EQ,,,,,SEPC LIMITED,6.61,6.93,6.54,6.68,6.67,6.61,,6.68,,,31438782,212204975.44,17687,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.33,1.34,1.3,1.31,1.31,1.33,,1.31,,,30556133,40205896.4,13345,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,220.48,221.8,216.3,218.07,218.25,219.85,,218.07,,,29372950,6406741837.44,109569,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,3812,INE256A01028,ZEEL,EQ,,,,,ZEE ENTERTAINMENT ENT LTD,102.36,104.59,100.3,102.37,101.9,101.85,,102.37,,,26972652,2766454633.51,98155,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,24.7,24.7,23.64,23.83,23.79,24.6,,23.83,,,26918419,643222932.43,26177,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,1134,INE713T01028,APOLLO,EQ,,,,,APOLLO MICRO SYSTEMS LTD,427.0,430.4,397.1,401.35,401.0,423.85,,401.35,,,26468479,10737854655.55,288467,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,15259,INE614G01033,RPOWER,EQ,,,,,RELIANCE POWER LTD.,25.25,25.49,24.8,24.96,25.0,25.24,,24.96,,,24319873,607775815.07,36656,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,2955,INE303R01014,KALYANKJIL,EQ,,,,,KALYAN JEWELLERS IND LTD,360.85,367.05,348.35,354.75,356.5,381.25,,354.75,,,24105506,8583710827.45,199901,F1,1,,,,,
