TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-27,2026-07-27,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,13.13,13.26,13.02,13.06,13.06,13.13,,13.06,,,247499082,3249277944.09,428129,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,11184,INE092T01019,IDFCFIRSTB,EQ,,,,,IDFC FIRST BANK LIMITED,86.3,88.76,84.7,84.88,84.83,80.79,,84.86,,,177923165,15374233107.39,319208,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,9.49,9.5,9.33,9.35,9.37,9.28,,9.35,,,139047251,1305668322.98,53315,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,27052,INE0W2G01015,SAGILITY,EQ,,,,,SAGILITY LIMITED,40.89,43.81,40.72,43.29,43.3,40.42,,43.18,,,111335747,4802921426.23,189868,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,20642,INE247D01039,JINDWORLD,EQ,,,,,JINDAL WORLDWIDE LTD,38.1,40.4,37.5,39.43,39.15,37.83,,39.43,,,55992502,2190768721.81,123513,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,14.25,15.08,13.84,13.96,13.99,14.17,,13.96,,,55312451,799237423.78,56645,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,18423,INE05CZ01011,RATNAVEER,EQ,,,,,RATNAVEER PRECISION ENG L,182.0,204.0,182.0,199.61,204.0,178.61,,199.61,,,53640552,10621802792.4,320678,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,15228,INE551W01018,UJJIVANSFB,EQ,,,,,UJJIVAN SMALL FINANC BANK,71.5,73.29,71.1,71.57,71.42,70.72,,71.57,,,49027357,3543473401.59,136129,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,10794,INE476A01022,CANBK,EQ,,,,,CANARA BANK,126.5,129.7,125.78,127.26,127.01,125.65,,127.24,,,48778366,6231711956.92,120692,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,281.5,297.0,281.45,295.85,295.7,280.0,,295.85,,,48012383,14078584613.25,242086,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,23.05,23.18,22.9,22.94,22.95,22.95,,22.94,,,47752439,1098792136.61,59381,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,52.5,53.2,52.22,53.15,53.15,52.28,,53.14,,,45205048,2386463823.97,62884,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,3466,INE305A01023,TFCILTD,EQ,,,,,TOURISM FINANCE CORP. OF,89.0,95.25,87.75,94.8,95.09,87.27,,94.8,,,43311808,4033473452.31,89258,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,34.65,35.34,33.93,34.84,34.84,34.23,,34.84,,,36182252,1254412498.34,60046,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,746.1,747.95,738.1,739.55,740.25,742.8,,739.55,,,29678752,21988422477.7,333807,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,17.2,17.29,16.95,17.01,16.99,16.95,,17.01,,,28221162,482891302.28,23243,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,21.41,21.78,21.41,21.63,21.67,21.41,,21.63,,,27187970,588826384.78,48416,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,4745,INE084A01016,BANKINDIA,EQ,,,,,BANK OF INDIA,145.0,145.39,136.55,137.87,137.9,142.62,,137.87,,,26282058,3661874678.93,86656,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,21951,INE548A01028,HFCL,EQ,,,,,HFCL LIMITED,200.0,200.9,191.1,192.54,192.06,196.85,,192.54,,,26152896,5095954499.68,118846,F1,1,,,,,
2026-07-27,2026-07-27,CM,NSE,STK,750290,INE1CLE01013,VISL,EQ,,,,,VEDANTA IRON AND STEEL L,30.9,31.49,30.2,30.36,30.44,30.35,,30.36,,,26150010,806701453.26,43870,F1,1,,,,,
