TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-31,2026-08-31,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,14.78,14.92,14.33,14.33,14.33,14.68,,14.33,,,419238465,6158554984.56,428456,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,10.88,11.14,10.69,10.99,10.93,10.94,,10.99,,,353825112,3872240398.49,95663,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,328.8,332.95,315.8,328.1,328.1,328.0,,328.1,,,272151922,88979903645.75,285412,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,759806,INE0HOQ01053,GROWW,EQ,,,,,BILLIONBRAINS GARAGE VN L,192.0,195.0,190.03,192.06,193.7,191.46,,192.06,,,235495223,45257165859.76,462953,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,39.0,42.25,38.31,41.12,40.9,38.98,,41.12,,,178357536,7253975816.11,251255,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,17520,INE399K01017,RTNPOWER,EQ,,,,,RATTANINDIA POWER LIMITED,7.97,8.13,7.39,7.5,7.56,7.95,,7.5,,,126879538,962094739.3,64727,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,308,INE306A01021,BAJAJHIND,EQ,,,,,BAJAJ HINDUSTHAN SUGAR LT,21.75,23.1,21.04,22.47,22.55,21.67,,22.47,,,112387038,2515582022.19,187793,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,759605,INE956O01016,LENSKART,EQ,,,,,LENSKART SOLUTIONS LTD,646.0,674.9,640.95,662.4,663.0,636.15,,662.4,,,111714980,73874354867.2,441478,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,3812,INE256A01028,ZEEL,EQ,,,,,ZEE ENTERTAINMENT ENT LTD,101.0,101.18,86.9,93.58,93.74,101.51,,93.58,,,109254600,10123028350.04,309613,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,22.07,22.83,21.98,22.83,22.83,22.1,,22.83,,,102020136,2271699155.18,72091,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,20182,INE442H01029,ASHOKA,EQ,,,,,ASHOKA BUILDCON LTD,117.7,129.0,116.91,120.29,119.74,112.65,,120.29,,,98468036,12290560241.1,395471,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,723.05,739.75,704.15,709.0,709.0,720.3,,709.0,,,78157067,56344122962.2,763649,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,13796,INE201A01024,MANALIPETC,EQ,,,,,MANALI PETROCHEMICALS LT,75.0,84.8,73.62,81.75,84.0,73.36,,81.74,,,73402171,6050204417.85,252514,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,27052,INE0W2G01015,SAGILITY,EQ,,,,,SAGILITY LIMITED,46.5,47.49,45.85,47.05,47.05,46.34,,47.05,,,64918282,3032531907.8,71537,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,9.3,9.3,8.37,8.5,8.71,9.24,,8.5,,,63642007,556480005.51,38894,F1,1,,,,,
2026-08-31,2026-08-31,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,46.79,47.52,45.92,47.52,47.52,46.79,,47.52,,,59911853,2787053394.05,106365,F1,1,,,,,
