TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-23,2026-06-23,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,14.84,14.97,14.4,14.45,14.44,14.82,,14.45,,,432187940,6334361077.34,477868,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,3063,INE205A01025,VEDL,EQ,,,,,VEDANTA LIMITED,294.5,294.5,279.0,281.7,282.2,305.85,,281.7,,,174644055,50194267147.4,750760,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,42.72,44.18,41.87,43.63,43.7,42.52,,43.63,,,136709425,5885608492.91,171250,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,22.87,22.87,21.6,21.82,21.88,22.87,,21.82,,,131561699,2876321022.46,135897,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,760229,INE0VDM01015,MEESHO,EQ,,,,,MEESHO LIMITED,174.25,188.0,170.55,186.78,185.5,172.21,,186.78,,,115544421,20923775816.37,448480,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,11571,INE0DK501011,PPLPHARMA,EQ,,,,,PIRAMAL PHARMA LIMITED,158.99,175.45,158.99,168.89,169.05,158.51,,168.88,,,93345987,15993035983.54,476909,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,24.96,25.05,24.5,24.55,24.52,24.96,,24.55,,,89225251,2208115110.49,81286,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,15308,INE964H01014,SEPC,EQ,,,,,SEPC LIMITED,7.31,7.44,6.82,6.94,7.02,7.29,,6.94,,,77657300,547445677.15,34366,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,59.31,59.55,58.1,58.29,58.26,59.31,,58.28,,,68349325,4010284308.98,100125,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,1375,INE549A01026,HCC,EQ,,,,,HINDUSTAN CONSTRUCTION CO,28.01,28.5,26.9,27.14,27.07,27.83,,27.14,,,64834197,1792284699.26,49509,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,9049,INE535D01037,ROTO,EQ,,,,,ROTO PUMPS LIMITED,65.16,74.5,64.42,70.65,71.4,65.16,,70.65,,,64100906,4630330404.81,171730,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,18.26,18.33,17.9,18.02,18.0,18.22,,18.02,,,61183591,1106300824.29,38822,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.51,1.52,1.45,1.46,1.47,1.51,,1.46,,,59975584,88701769.73,17923,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,1491,INE039A01010,IFCI,EQ,,,,,IFCI LTD,83.76,85.11,81.12,81.58,81.55,83.36,,81.58,,,57519642,4752358143.83,135444,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,15332,INE584A01023,NMDC,EQ,,,,,NMDC LTD.,88.0,88.17,84.07,85.26,85.0,88.19,,85.24,,,49914855,4279417739.31,91407,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,759342,INE0S3G01027,PACEDIGITK,EQ,,,,,PACE DIGITEK LIMITED,189.28,214.3,189.21,206.08,205.35,183.81,,206.08,,,48375958,9881406619.6,291894,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,760726,INE05XR01022,BHARATCOAL,EQ,,,,,BHARAT COKING COAL LTD,41.32,42.85,40.87,41.14,41.0,41.49,,41.14,,,44058134,1838362938.7,63752,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,11184,INE092T01019,IDFCFIRSTB,EQ,,,,,IDFC FIRST BANK LIMITED,80.49,80.65,78.16,78.75,78.71,80.69,,78.75,,,36248907,2864171318.69,75958,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,20788,INE0FRK01020,MOTISONS,EQ,,,,,MOTISONS JEWELLERS LTD,14.5,14.61,14.0,14.14,14.15,14.21,,14.14,,,34793085,493905775.79,18354,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,3499,INE081A01020,TATASTEEL,EQ,,,,,TATA STEEL LIMITED,197.75,197.98,192.73,193.56,193.1,198.97,,193.56,,,34634510,6734418978.55,400717,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,21951,INE548A01028,HFCL,EQ,,,,,HFCL LIMITED,208.05,213.0,198.99,202.29,201.2,209.46,,202.29,,,33804636,6966228873.53,169763,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,15259,INE614G01033,RPOWER,EQ,,,,,RELIANCE POWER LTD.,26.61,26.64,25.75,25.85,25.86,26.48,,25.85,,,33125470,863140178.7,46423,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,8.98,8.99,8.81,8.83,8.87,8.95,,8.83,,,32340886,286567675.1,16094,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,3812,INE256A01028,ZEEL,EQ,,,,,ZEE ENTERTAINMENT ENT LTD,116.49,118.35,113.57,114.86,115.05,115.75,,114.86,,,30899988,3576233938.07,81922,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,1333,INE040A01034,HDFCBANK,EQ,,,,,HDFC BANK LTD,783.05,790.9,772.55,774.65,772.6,786.4,,774.65,,,28289062,22120296631.6,273325,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,6198,INE045J01034,FCL,EQ,,,,,FINEOTEX CHEMICAL LIMITED,45.8,47.18,40.87,43.4,43.01,45.41,,43.4,,,28194204,1260628997.55,66347,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,759806,INE0HOQ01053,GROWW,EQ,,,,,BILLIONBRAINS GARAGE VN L,198.0,198.45,192.1,194.51,194.0,197.63,,194.49,,,27838680,5423982556.24,127925,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,234.1,235.5,226.14,231.39,230.0,233.78,,231.94,,,27392120,6326239314.13,130727,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,2493,INE750A01020,ORIENTHOT,EQ,,,,,ORIENT HOTELS LTD,120.11,144.39,115.8,141.44,141.5,120.33,,141.43,,,27279137,3796820270.81,117138,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,17945,INE03QK01018,COHANCE,EQ,,,,,COHANCE LIFESCIENCES LTD,405.95,486.3,405.95,457.8,457.1,405.25,,457.8,,,26490915,12190351135.1,330232,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,3787,INE075A01022,WIPRO,EQ,,,,,WIPRO LTD,179.5,179.5,174.0,174.49,174.39,180.18,,174.49,,,23954730,4219185940.4,235540,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,759820,INE15B701018,PINELABS,EQ,,,,,PINE LABS LIMITED,153.59,153.59,148.05,150.05,150.19,152.92,,150.04,,,23284815,3498970308.2,77684,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,10753,INE692A01016,UNIONBANK,EQ,,,,,UNION BANK OF INDIA,176.68,176.95,173.86,175.12,175.02,176.62,,175.12,,,22750233,3979797264.42,79213,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,25800,INE0JVO01026,GARUDA,EQ,,,,,GARUDA CONSTRUCT N ENG L,171.98,199.9,171.98,190.1,190.42,171.07,,190.11,,,21301749,4121533873.26,152932,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,212,INE208A01029,ASHOKLEY,EQ,,,,,ASHOK LEYLAND LTD,157.1,157.19,150.3,151.46,151.0,157.19,,151.46,,,20941481,3202262437.47,132089,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,399,INE470Y01017,NIACL,EQ,,,,,THE NEW INDIA ASSU CO LTD,211.71,211.91,192.62,195.1,194.8,212.11,,195.1,,,20861758,4179722595.06,138827,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,14334,INE019C01026,HSCL,EQ,,,,,HIMADRI SPECIALITY CHEM L,660.0,663.75,633.0,639.25,634.75,655.05,,639.25,,,19800406,12832112641.35,133000,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,2963,INE114A01011,SAIL,EQ,,,,,STEEL AUTHORITY OF INDIA,174.4,174.4,167.84,169.18,169.05,174.85,,169.18,,,19652451,3358656083.02,126850,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,6364,INE139A01034,NATIONALUM,EQ,,,,,NATIONAL ALUMINIUM CO LTD,372.0,372.05,350.35,355.4,355.5,377.95,,355.4,,,19479266,6944972382.45,194217,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,1594,INE009A01021,INFY,EQ,,,,,INFOSYS LIMITED,1053.8,1055.3,1026.0,1029.3,1029.0,1065.4,,1029.3,,,19323064,19994016676.9,404611,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,17801,INE093R01011,LLOYDSENGG,EQ,,,,,LLOYDS ENGG WORK LIMITED,90.62,90.7,85.6,87.87,87.8,90.29,,87.87,,,19312338,1694212826.29,53402,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,10397,INE175A01038,JISLJALEQS,EQ,,,,,JAIN IRRIGATION SYSTEMS,35.3,37.89,35.2,35.89,35.98,35.21,,35.89,,,19165159,706402085.93,53297,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,18593,INE0OV601013,EMSLIMITED,EQ,,,,,EMS LIMITED,407.6,453.0,402.7,445.6,445.1,408.15,,445.65,,,19145950,8387393777.5,249046,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,10794,INE476A01022,CANBK,EQ,,,,,CANARA BANK,135.39,135.39,130.0,130.37,130.05,134.82,,130.37,,,19091482,2517303786.97,109240,F1,1,,,,,
2026-06-23,2026-06-23,CM,NSE,STK,2259,INE083A01026,MOREPENLAB,EQ,,,,,MOREPEN LAB. LTD,50.34,53.18,50.0,52.3,52.2,50.13,,52.3,,,18278357,955553716.77,49132,F1,1,,,,,
