TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-16,2026-07-16,CM,NSE,STK,29124,INE785M01021,PCJEWELLER,EQ,,,,,PC JEWELLER LTD,10.74,10.84,10.24,10.32,10.3,10.57,,10.32,,,317230029,3309986147.51,134590,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,13.79,14.05,13.76,13.89,13.88,13.67,,13.89,,,299979019,4168120286.58,347939,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,2283,INE103A01014,MRPL,EQ,,,,,MRPL,163.75,178.4,160.62,173.33,174.1,157.47,,173.34,,,204353491,35249857713.45,770633,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,759806,INE0HOQ01053,GROWW,EQ,,,,,BILLIONBRAINS GARAGE VN L,219.69,220.98,204.55,205.64,205.19,216.33,,205.64,,,74536961,15749448397.92,393718,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,1628,INE495P01020,BECTORFOOD,EQ,,,,,MRS BECTORS FOOD SPE LTD,182.01,197.5,177.52,192.23,194.5,168.97,,192.23,,,71620356,13628043622.92,419568,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,16.82,17.5,16.72,16.99,17.05,16.75,,16.99,,,67549413,1154973566.16,57949,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,20642,INE247D01039,JINDWORLD,EQ,,,,,JINDAL WORLDWIDE LTD,30.0,33.73,29.76,32.06,31.92,30.1,,32.06,,,61221254,2001930784.68,174985,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,25468,INE420C01059,PAISALO,EQ,,,,,PAISALO DIGITAL LIMITED,72.3,76.39,72.3,73.78,73.77,72.03,,73.78,,,55818799,4153385385.38,76940,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,438,INE257A01026,BHEL,EQ,,,,,BHEL,424.2,441.0,407.05,435.4,440.1,417.95,,435.4,,,55731908,23635899163.75,400250,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,23.8,23.87,23.58,23.75,23.76,23.6,,23.75,,,53414170,1268018822.89,70378,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,12018,INE040H01021,SUZLON,EQ,,,,,SUZLON ENERGY LIMITED,52.6,52.69,51.88,51.97,51.94,52.42,,51.97,,,45561488,2377411991.79,83635,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,18520,INE509F01029,CUPID,EQ,,,,,CUPID LIMITED,220.75,222.0,208.22,212.98,212.89,219.66,,212.96,,,43210670,9313076603.59,227565,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,2955,INE303R01014,KALYANKJIL,EQ,,,,,KALYAN JEWELLERS IND LTD,544.95,555.6,532.5,546.6,546.05,548.1,,546.6,,,43022984,23382965250.65,308753,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,222.0,222.2,216.12,216.57,216.68,218.97,,216.57,,,40710986,8923327407.29,170987,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,3812,INE256A01028,ZEEL,EQ,,,,,ZEE ENTERTAINMENT ENT LTD,101.93,106.49,100.14,105.82,105.6,101.85,,105.82,,,39701486,4153642108.52,107580,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,36.5,37.2,36.2,36.42,36.49,36.69,,36.42,,,39155040,1434652868.28,57543,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,40.9,41.4,39.67,39.9,39.79,40.65,,39.9,,,38731402,1566482469.97,94599,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,764126,INE17IR01028,LASERPOWER,EQ,,,,,LASER POWER & INFRA LTD,250.0,270.0,250.0,262.42,264.37,214.0,,262.44,,,38655377,10075853154.92,293014,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,750290,INE1CLE01013,VISL,EQ,,,,,VEDANTA IRON AND STEEL L,33.3,35.0,33.15,34.57,34.67,33.37,,34.57,,,38398016,1315458438.46,62851,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,5948,INE683A01023,SOUTHBANK,EQ,,,,,THE SOUTH INDIAN BANK LTD,45.74,46.59,43.94,45.39,45.3,45.52,,45.39,,,35495538,1609572876.19,72109,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,27066,INE00H001014,SWIGGY,EQ,,,,,SWIGGY LIMITED,272.0,283.5,271.0,272.96,272.58,270.09,,272.96,,,34357269,9560281229.11,182910,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,13745,INE221H01019,GTLINFRA,EQ,,,,,GTL INFRA.LTD,1.28,1.3,1.27,1.27,1.28,1.28,,1.27,,,32198844,41255980.05,15128,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,5097,INE758T01015,ETERNAL,EQ,,,,,ETERNAL LIMITED,298.75,299.0,285.05,286.45,285.95,294.8,,286.45,,,31866265,9264612351.2,144867,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,21428,INF277KA1984,TATSILV,EQ,,,,,TATAAML-TATSILV,21.2,21.33,20.62,21.01,21.04,21.2,,21.01,,,31035544,652841780.73,43638,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,18391,INE976G01028,RBLBANK,EQ,,,,,RBL BANK LIMITED,373.2,373.95,361.3,362.8,363.5,372.8,,362.8,,,30740165,11161843021.2,135903,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,15259,INE614G01033,RPOWER,EQ,,,,,RELIANCE POWER LTD.,24.45,25.4,24.25,24.59,24.59,24.33,,24.59,,,30303833,749189977.99,43950,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,24532,INE816B01035,FILATEX,EQ,,,,,FILATEX INDIA LTD,70.7,75.8,68.5,73.1,73.86,70.34,,73.12,,,30207511,2206524700.48,94165,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,4204,INE775A01035,MOTHERSON,EQ,,,,,SAMVRDHNA MTHRSN INTL LTD,142.5,145.5,142.11,143.65,143.7,142.11,,143.67,,,29245554,4204835718.26,128646,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,14334,INE019C01026,HSCL,EQ,,,,,HIMADRI SPECIALITY CHEM L,690.0,734.0,687.65,722.35,721.95,681.55,,722.35,,,28438175,20385201117.85,293510,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,324,INE732I01021,ANGELONE,EQ,,,,,ANGEL ONE LIMITED,347.05,355.3,332.75,334.8,334.75,343.4,,334.8,,,24218915,8281733364.85,186961,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,759728,INE1C6T01020,EMMVEE,EQ,,,,,EMMVEE PHOTOVOLTAIC PWR L,356.3,371.55,348.35,365.35,364.55,337.8,,365.35,,,23157763,8416519206.5,184264,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,1624,INE242A01010,IOC,EQ,,,,,INDIAN OIL CORP LTD,140.5,143.39,139.34,141.8,141.39,140.24,,141.81,,,22023161,3125270880.0,100728,F1,1,,,,,
2026-07-16,2026-07-16,CM,NSE,STK,220,INE022Q01020,IEX,EQ,,,,,INDIAN ENERGY EXC LTD,119.06,125.88,118.65,124.74,125.4,118.89,,124.74,,,19324459,2380087553.72,84473,F1,1,,,,,
