Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-06-30,IDEA,VODAFONE IDEA LIMITED,14.45,14.63,14.29,14.46,14.43,0.21,0.34,2.35,0.14,489723933,7094446597.61,717803
2026-06-30,OLAELEC,OLA ELECTRIC MOBILITY LTD,40.58,44.95,40.45,43.76,40.38,8.37,4.5,11.09,0.5,453847143,19811293241.91,495978
2026-06-30,VISL,VEDANTA IRON AND STEEL L,33.9,35.66,32.45,35.26,32.42,8.76,3.21,9.47,4.57,235299018,8201273866.65,446702
2026-06-30,YESBANK,YES BANK LIMITED,25.25,25.34,24.1,24.18,25.09,-3.63,1.24,4.91,0.64,160293573,3933609938.81,123378
2026-06-30,SAKSOFT,SAKSOFT LIMITED,191.33,212.47,187.45,206.71,183.77,12.48,25.02,13.08,4.11,127442086,26053282777.69,581797
2026-06-30,SUZLON,SUZLON ENERGY LIMITED,57.46,59.1,57.31,58.9,57.21,2.95,1.79,3.12,0.44,120994413,7054750100.3,137965
2026-06-30,TATSILV,TATAAML-TATSILV,21.0,21.78,20.99,21.64,21.14,2.37,0.79,3.76,-0.66,67472169,1449594123.06,60254
2026-06-30,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,170.0,178.05,169.4,173.62,167.64,3.57,8.65,5.09,1.41,67228483,11670461126.3,124302
2026-06-30,GTLINFRA,GTL INFRA.LTD,1.37,1.42,1.36,1.38,1.36,1.47,0.06,4.38,0.74,63038113,87500115.01,13016
2026-06-30,VOGL,VEDANTA OIL AND GAS LTD,32.8,34.22,31.17,32.24,33.17,-2.8,3.05,9.3,-1.12,58776153,1926666041.64,108053
2026-06-30,GENUSPOWER,GENUS POWER INFRASTRU LTD,295.5,302.3,282.1,299.4,318.45,-5.98,20.2,6.84,-7.21,55548232,16196989754.6,352791
2026-06-30,MOREPENLAB,MOREPEN LAB. LTD,55.45,60.5,55.05,59.12,54.66,8.16,5.45,9.83,1.45,53543433,3152869507.87,125377
2026-06-30,GROWW,BILLIONBRAINS GARAGE VN L,202.93,207.01,200.82,202.07,202.92,-0.42,6.19,3.05,0.0,50480864,10356203948.19,195400
2026-06-30,VEDPOWER,VEDANTA POWER LIMITED,40.8,42.3,39.41,40.28,41.3,-2.47,2.89,7.08,-1.21,47764781,1928881488.78,114957
2026-06-30,JPPOWER,JAIPRAKASH POWER VEN. LTD,18.0,18.0,17.6,17.67,17.81,-0.79,0.4,2.22,1.07,47412104,839270946.89,29133
2026-06-30,HDFCBANK,HDFC BANK LTD,806.1,806.1,792.75,797.95,798.9,-0.12,13.35,1.66,0.9,45778356,36561096124.85,507833
2026-06-30,EASEMYTRIP,EASY TRIP PLANNERS LTD,6.98,7.12,6.89,6.9,7.0,-1.43,0.23,3.3,-0.29,45156396,314277723.61,16061
2026-06-30,CANBK,CANARA BANK,126.9,127.13,124.61,125.52,125.86,-0.27,2.52,1.99,0.83,44899446,5639166902.95,106924
2026-06-30,PCJEWELLER,PC JEWELLER LTD,8.54,8.87,8.48,8.76,8.53,2.7,0.39,4.57,0.12,43884303,382738009.71,20022
2026-06-30,SEPC,SEPC LIMITED,6.46,6.62,6.31,6.45,6.43,0.31,0.31,4.8,0.47,43539319,280616496.89,14139
2026-06-30,RPOWER,RELIANCE POWER LTD.,24.2,25.3,24.2,24.84,24.14,2.9,1.1,4.55,0.25,42654691,1056021871.19,53350
2026-06-30,NMDC,NMDC LTD.,85.45,86.09,83.92,85.16,85.45,-0.34,2.17,2.54,0.0,41478341,3519018173.8,89338
2026-06-30,GMRAIRPORT,GMR AIRPORTS LIMITED,110.0,113.36,109.75,112.09,109.42,2.44,3.61,3.28,0.53,37519820,4212213525.64,107039
