Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-08-17 00:00:00,IDEA,VODAFONE IDEA LIMITED,14.11,14.14,13.66,13.71,14.11,-2.83,0.48,3.40,0.00,310430357,4301994532.60,359592
2026-08-17 00:00:00,MOTISONS,MOTISONS JEWELLERS LTD,17.33,17.38,15.95,16.54,16.75,-1.25,1.43,8.25,3.46,132331249,2217282036.55,139285
2026-08-17 00:00:00,PWL,PHYSICSWALLAH LIMITED,114.65,128.37,114.00,119.97,117.12,2.43,14.37,12.53,-2.11,103684614,12824786120.92,404065
2026-08-17 00:00:00,PCJEWELLER,PC JEWELLER LTD,9.65,9.84,9.56,9.79,9.64,1.56,0.28,2.90,0.10,97016852,941838511.03,34039
2026-08-17 00:00:00,KWIL,KWALITY WALL'S (INDIA) L,36.10,39.40,35.70,38.79,35.99,7.78,3.70,10.25,0.31,84522079,3225665861.76,140635
2026-08-17 00:00:00,SUZLON,SUZLON ENERGY LIMITED,47.10,49.32,46.90,49.00,47.10,4.03,2.42,5.14,0.00,80470340,3891468793.00,105582
2026-08-17 00:00:00,FILATFASH,FILATEX FASHIONS LIMITED,0.19,0.19,0.18,0.18,0.18,0.00,0.01,5.26,5.56,65399216,12321298.50,2184
2026-08-17 00:00:00,VIKRAMSOLR,VIKRAM SOLAR LIMITED,163.00,186.50,161.47,183.10,160.15,14.33,25.03,15.36,1.78,65091295,11693196052.16,370730
2026-08-17 00:00:00,CUPID,CUPID LIMITED,294.51,295.35,235.11,267.32,293.88,-9.04,60.24,20.45,0.21,59146915,16002766797.20,513343
2026-08-17 00:00:00,YESBANK,YES BANK LIMITED,22.67,23.02,22.45,22.92,22.67,1.10,0.57,2.51,0.00,58204418,1328328816.13,70611
2026-08-17 00:00:00,ZEEL,ZEE ENTERTAINMENT ENT LTD,102.44,107.20,101.01,104.87,102.28,2.53,6.19,6.04,0.16,56021626,5855144269.50,155187
2026-08-17 00:00:00,VISL,VEDANTA IRON AND STEEL L,36.90,38.71,36.00,37.97,36.87,2.98,2.71,7.34,0.08,53342910,2030015762.70,63908
2026-08-17 00:00:00,EASEMYTRIP,EASY TRIP PLANNERS LTD,6.44,6.45,6.03,6.13,6.40,-4.22,0.42,6.52,0.63,47959940,293316132.80,19834
2026-08-17 00:00:00,MOREPENLAB,MOREPEN LAB. LTD,84.90,90.49,83.21,89.82,84.19,6.69,7.28,8.57,0.84,45628218,4000741512.68,125277
