Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-09-04 00:00:00,PCJEWELLER,PC JEWELLER LTD,10.60,12.17,10.51,11.86,10.52,12.74,1.66,15.66,0.76,1088942848,12427450209.39,285367
2026-09-04 00:00:00,IDEA,VODAFONE IDEA LIMITED,14.53,15.16,14.51,15.02,14.48,3.73,0.65,4.47,0.35,525960563,7870972078.36,774211
2026-09-04 00:00:00,IFCI,IFCI LTD,96.50,107.50,96.41,101.38,95.91,5.70,11.09,11.49,0.62,407352536,41971792905.11,954040
2026-09-04 00:00:00,JINDWORLD,JINDAL WORLDWIDE LTD,49.67,57.78,49.02,57.51,48.15,19.44,8.76,17.64,3.16,188275533,10239526628.67,320645
2026-09-04 00:00:00,SWIGGY,SWIGGY LIMITED,269.30,284.40,269.30,276.10,269.30,2.53,15.10,5.61,0.00,184369387,51119834391.50,239161
2026-09-04 00:00:00,LUMINO,LUMINO INDUSTRIES LIMITED,112.40,122.00,111.22,114.50,110.32,3.79,10.78,9.59,1.89,139069849,16228033158.85,451001
2026-09-04 00:00:00,MOTISONS,MOTISONS JEWELLERS LTD,15.21,17.50,15.21,16.48,15.37,7.22,2.29,15.06,-1.04,123701270,2045895817.23,165631
2026-09-04 00:00:00,NIACL,THE NEW INDIA ASSU CO LTD,196.49,234.39,196.49,229.91,195.33,17.70,37.90,19.29,0.59,66928665,14930434679.00,399899
2026-09-04 00:00:00,ALOKINDS,ALOK INDUSTRIES LIMITED,7.56,8.28,7.54,7.83,7.53,3.98,0.74,9.79,0.40,65791332,524704517.19,32342
2026-09-04 00:00:00,PWL,PHYSICSWALLAH LIMITED,123.37,130.70,123.03,126.42,120.60,4.83,7.67,6.22,2.30,62160413,7880949747.05,264548
2026-09-04 00:00:00,SUZLON,SUZLON ENERGY LIMITED,46.11,46.37,45.03,45.35,46.03,-1.48,1.34,2.91,0.17,55366085,2520349649.80,106068
2026-09-04 00:00:00,JAYNECOIND,JAYASWAL NECO INDUSTR LTD,92.00,94.37,85.22,89.04,98.68,-9.77,9.15,9.95,-6.77,49840056,4412245407.19,185969
2026-09-04 00:00:00,PINELABS,PINE LABS LIMITED,157.40,168.20,155.38,166.37,156.50,6.31,12.82,8.14,0.58,46587163,7653141490.06,205278
2026-09-04 00:00:00,GROWW,BILLIONBRAINS GARAGE VN L,193.00,195.68,191.85,194.00,190.24,1.98,3.83,1.98,1.45,44702306,8674312538.27,208015
2026-09-04 00:00:00,OLAELEC,OLA ELECTRIC MOBILITY LTD,37.65,38.95,37.56,38.20,37.47,1.95,1.39,3.69,0.48,42570426,1621617172.16,88750
2026-09-04 00:00:00,RESPONIND,RESPONSIVE INDUSTRIES LTD,151.25,176.14,150.37,154.90,151.87,2.00,25.77,17.04,-0.41,40184929,6773146067.60,227735
2026-09-04 00:00:00,TATASTEEL,TATA STEEL LIMITED,184.20,189.90,182.84,188.79,184.20,2.49,7.06,3.83,0.00,36500951,6838451656.64,121419
2026-09-04 00:00:00,CCAVENUE,AVENUESAI LIMITED,15.48,16.21,15.41,15.70,15.40,1.95,0.80,5.17,0.52,35876401,566531280.75,39145
2026-09-04 00:00:00,GTLINFRA,GTL INFRA.LTD,1.17,1.17,1.14,1.16,1.16,0.00,0.03,2.56,0.86,35008053,40512071.99,12244
2026-09-04 00:00:00,TATSILV,TATAAML-TATSILV,22.35,22.79,22.35,22.62,22.34,1.25,0.44,1.97,0.04,34470366,779462472.34,38486
2026-09-04 00:00:00,YESBANK,YES BANK LIMITED,22.47,22.62,22.44,22.50,22.54,-0.18,0.18,0.80,-0.31,31739702,714928561.27,64395
2026-09-04 00:00:00,PAISALO,PAISALO DIGITAL LIMITED,71.65,74.20,70.05,74.10,70.28,5.44,4.15,5.79,1.95,31201929,2279945788.20,54941
2026-09-04 00:00:00,VOGL,VEDANTA OIL AND GAS LTD,37.74,38.74,37.15,38.02,37.54,1.28,1.59,4.21,0.53,30917507,1175867730.04,46929
