Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-06-23 00:00:00,IDEA,VODAFONE IDEA LIMITED,14.84,14.97,14.40,14.45,14.82,-2.50,0.57,3.84,0.13,432187940,6334361077.34,477868
2026-06-23 00:00:00,VEDL,VEDANTA LIMITED,294.50,294.50,279.00,281.70,305.85,-7.90,15.50,5.26,-3.71,174644055,50194267147.40,750760
2026-06-23 00:00:00,OLAELEC,OLA ELECTRIC MOBILITY LTD,42.72,44.18,41.87,43.63,42.52,2.61,2.31,5.41,0.47,136709425,5885608492.91,171250
2026-06-23 00:00:00,TATSILV,TATAAML-TATSILV,22.87,22.87,21.60,21.82,22.87,-4.59,1.27,5.55,0.00,131561699,2876321022.46,135897
2026-06-23 00:00:00,MEESHO,MEESHO LIMITED,174.25,188.00,170.55,186.78,172.21,8.46,17.45,10.01,1.18,115544421,20923775816.37,448480
2026-06-23 00:00:00,PPLPHARMA,PIRAMAL PHARMA LIMITED,158.99,175.45,158.99,168.89,158.51,6.55,16.46,10.35,0.30,93345987,15993035983.54,476909
2026-06-23 00:00:00,YESBANK,YES BANK LIMITED,24.96,25.05,24.50,24.55,24.96,-1.64,0.55,2.20,0.00,89225251,2208115110.49,81286
2026-06-23 00:00:00,SEPC,SEPC LIMITED,7.31,7.44,6.82,6.94,7.29,-4.80,0.62,8.48,0.27,77657300,547445677.15,34366
2026-06-23 00:00:00,SUZLON,SUZLON ENERGY LIMITED,59.31,59.55,58.10,58.29,59.31,-1.72,1.45,2.44,0.00,68349325,4010284308.98,100125
2026-06-23 00:00:00,HCC,HINDUSTAN CONSTRUCTION CO,28.01,28.50,26.90,27.14,27.83,-2.48,1.60,5.71,0.65,64834197,1792284699.26,49509
2026-06-23 00:00:00,ROTO,ROTO PUMPS LIMITED,65.16,74.50,64.42,70.65,65.16,8.43,10.08,15.47,0.00,64100906,4630330404.81,171730
2026-06-23 00:00:00,JPPOWER,JAIPRAKASH POWER VEN. LTD,18.26,18.33,17.90,18.02,18.22,-1.10,0.43,2.35,0.22,61183591,1106300824.29,38822
2026-06-23 00:00:00,GTLINFRA,GTL INFRA.LTD,1.51,1.52,1.45,1.46,1.51,-3.31,0.07,4.64,0.00,59975584,88701769.73,17923
2026-06-23 00:00:00,IFCI,IFCI LTD,83.76,85.11,81.12,81.58,83.36,-2.14,3.99,4.76,0.48,57519642,4752358143.83,135444
2026-06-23 00:00:00,NMDC,NMDC LTD.,88.00,88.17,84.07,85.26,88.19,-3.32,4.10,4.66,-0.22,49914855,4279417739.31,91407
2026-06-23 00:00:00,PACEDIGITK,PACE DIGITEK LIMITED,189.28,214.30,189.21,206.08,183.81,12.12,25.09,13.26,2.98,48375958,9881406619.60,291894
2026-06-23 00:00:00,BHARATCOAL,BHARAT COKING COAL LTD,41.32,42.85,40.87,41.14,41.49,-0.84,1.98,4.79,-0.41,44058134,1838362938.70,63752
2026-06-23 00:00:00,IDFCFIRSTB,IDFC FIRST BANK LIMITED,80.49,80.65,78.16,78.75,80.69,-2.40,2.49,3.09,-0.25,36248907,2864171318.69,75958
2026-06-23 00:00:00,MOTISONS,MOTISONS JEWELLERS LTD,14.50,14.61,14.00,14.14,14.21,-0.49,0.61,4.21,2.04,34793085,493905775.79,18354
2026-06-23 00:00:00,TATASTEEL,TATA STEEL LIMITED,197.75,197.98,192.73,193.56,198.97,-2.72,5.25,2.65,-0.61,34634510,6734418978.55,400717
2026-06-23 00:00:00,HFCL,HFCL LIMITED,208.05,213.00,198.99,202.29,209.46,-3.42,14.01,6.73,-0.67,33804636,6966228873.53,169763
2026-06-23 00:00:00,RPOWER,RELIANCE POWER LTD.,26.61,26.64,25.75,25.85,26.48,-2.38,0.89,3.34,0.49,33125470,863140178.70,46423
2026-06-23 00:00:00,PCJEWELLER,PC JEWELLER LTD,8.98,8.99,8.81,8.83,8.95,-1.34,0.18,2.00,0.34,32340886,286567675.10,16094
2026-06-23 00:00:00,ZEEL,ZEE ENTERTAINMENT ENT LTD,116.49,118.35,113.57,114.86,115.75,-0.77,4.78,4.10,0.64,30899988,3576233938.07,81922
2026-06-23 00:00:00,HDFCBANK,HDFC BANK LTD,783.05,790.90,772.55,774.65,786.40,-1.49,18.35,2.34,-0.43,28289062,22120296631.60,273325
2026-06-23 00:00:00,FCL,FINEOTEX CHEMICAL LIMITED,45.80,47.18,40.87,43.40,45.41,-4.43,6.31,13.78,0.86,28194204,1260628997.55,66347
2026-06-23 00:00:00,GROWW,BILLIONBRAINS GARAGE VN L,198.00,198.45,192.10,194.51,197.63,-1.58,6.35,3.21,0.19,27838680,5423982556.24,127925
2026-06-23 00:00:00,ADANIPOWER,ADANI POWER LTD,234.10,235.50,226.14,231.39,233.78,-1.02,9.36,4.00,0.14,27392120,6326239314.13,130727
