Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-09-24 00:00:00,PCJEWELLER,PC JEWELLER LTD,14.61,14.65,14.01,14.25,14.47,-1.52,0.64,4.38,0.97,473639166,6771965247.80,244293
2026-09-24 00:00:00,OLAELEC,OLA ELECTRIC MOBILITY LTD,41.05,44.55,40.91,42.52,41.87,1.55,3.64,8.87,-1.96,376053325,16053629403.36,547117
2026-09-24 00:00:00,IDEA,VODAFONE IDEA LIMITED,14.42,14.50,14.04,14.12,14.52,-2.75,0.46,3.19,-0.69,364050771,5188438798.52,507473
2026-09-24 00:00:00,MOTISONS,MOTISONS JEWELLERS LTD,18.89,19.78,18.60,18.79,18.89,-0.53,1.18,6.25,0.00,150224923,2872400431.97,268394
2026-09-24 00:00:00,HEROMOTORS,HERO MOTORS LIMITED,103.00,118.08,103.00,118.08,98.40,20.00,15.08,14.64,4.67,147638382,16828200953.55,581966
2026-09-24 00:00:00,SUZLON,SUZLON ENERGY LIMITED,42.12,42.24,40.55,40.74,42.39,-3.89,1.69,4.01,-0.64,131241030,5389118873.57,192643
2026-09-24 00:00:00,YESBANK,YES BANK LIMITED,23.08,23.08,22.38,22.44,23.24,-3.44,0.70,3.03,-0.69,102237435,2304479650.00,160857
2026-09-24 00:00:00,IFCI,IFCI LTD,78.39,78.86,74.67,75.19,79.49,-5.41,4.19,5.35,-1.38,70782804,5394954541.88,150634
2026-09-24 00:00:00,SOUTHBANK,THE SOUTH INDIAN BANK LTD,47.00,50.17,46.72,49.90,47.08,5.99,3.45,7.34,-0.17,57683718,2840861897.01,148611
2026-09-24 00:00:00,GTLINFRA,GTL INFRA.LTD,1.15,1.15,1.10,1.11,1.14,-2.63,0.05,4.35,0.88,56159609,62870558.81,12374
2026-09-24 00:00:00,AHCL,ANLON HEALTHCARE LIMITED,29.68,30.68,28.18,28.65,29.68,-3.47,2.50,8.42,0.00,49040894,1434221508.44,88604
2026-09-24 00:00:00,FILATFASH,FILATEX FASHIONS LIMITED,0.19,0.19,0.18,0.18,0.18,0.00,0.01,5.26,5.56,47083777,8944670.33,1454
2026-09-24 00:00:00,TATSILV,TATAAML-TATSILV,22.10,22.18,21.89,21.92,22.37,-2.01,0.29,1.31,-1.21,42029593,926069810.83,49706
2026-09-24 00:00:00,IDFCFIRSTB,IDFC FIRST BANK LIMITED,84.50,85.49,83.30,83.76,87.90,-4.71,2.19,2.59,-3.87,40583451,3424858591.54,114158
2026-09-24 00:00:00,LTF,L&T FINANCE LIMITED,279.00,290.60,279.00,282.00,310.00,-9.03,11.60,4.16,-10.00,36077849,10275617301.70,218575
2026-09-24 00:00:00,VIKRAN,VIKRAN ENGINEERING LTD,58.50,62.62,57.53,60.99,56.14,8.64,5.09,8.70,4.20,34848858,2130808582.80,142260
2026-09-24 00:00:00,JPPOWER,JAIPRAKASH POWER VEN. LTD,15.97,15.99,15.78,15.84,16.04,-1.25,0.21,1.31,-0.44,33648899,533876774.11,1038399
2026-09-24 00:00:00,UJJIVANSFB,UJJIVAN SMALL FINANC BANK,64.52,64.70,61.25,62.69,66.01,-5.03,3.45,5.35,-2.26,33045929,2074965488.86,148970
2026-09-24 00:00:00,PINELABS,PINE LABS LIMITED,187.05,187.30,177.65,179.31,188.30,-4.77,9.65,5.16,-0.66,32802728,5947336561.16,170426
2026-09-24 00:00:00,FIRSTCRY,BRAINBEES SOLUTIONS LTD,180.05,190.80,173.30,179.63,180.41,-0.43,17.50,9.72,-0.20,31265673,5634092423.67,173097
2026-09-24 00:00:00,VISL,VEDANTA IRON AND STEEL L,33.92,34.25,32.13,32.13,33.82,-5.00,2.12,6.25,0.30,31103791,1020043003.72,53737
2026-09-24 00:00:00,CUPID,CUPID LIMITED,274.90,276.95,263.50,266.30,273.85,-2.76,13.45,4.89,0.38,30961528,8306049610.80,178082
2026-09-24 00:00:00,SSRETAIL,SS RETAIL LIMITED,771.95,888.00,767.55,811.80,748.80,8.41,120.45,15.60,3.09,30540990,25720719642.80,755533
2026-09-24 00:00:00,HDFCBANK,HDFC BANK LTD,725.00,734.85,722.70,728.90,737.25,-1.13,12.15,1.68,-1.66,29575194,21588697572.30,281991
2026-09-24 00:00:00,DELTACORP,DELTA CORP LIMITED,68.85,74.80,68.85,72.68,68.65,5.87,5.95,8.64,0.29,28302261,2065033156.63,112720
2026-09-24 00:00:00,POLICYBZR,PB FINTECH LIMITED,1697.70,1697.70,1207.20,1207.20,1886.30,-36.00,490.50,28.89,-10.00,27348784,35097376195.00,182400
2026-09-24 00:00:00,STLNETWORK,STL NETWORKS LIMITED,52.18,52.18,49.00,52.01,49.70,4.65,3.18,6.09,4.99,27090526,1398568296.85,46790
2026-09-24 00:00:00,SAIL,STEEL AUTHORITY OF INDIA,182.70,191.36,182.15,184.00,185.44,-0.78,9.21,5.04,-1.48,24815644,4658315190.30,101689
2026-09-24 00:00:00,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,163.75,164.80,162.50,162.50,164.40,-1.16,2.30,1.40,-0.40,22050862,3619469115.97,41215
2026-09-24 00:00:00,EMPOWER,EMPOWER INDIA LTD.,1.96,2.13,1.96,1.96,2.06,-4.85,0.17,8.67,-4.85,20949300,41204355.18,2604
2026-09-24 00:00:00,ADANIPOWER,ADANI POWER LTD,203.80,203.80,198.80,199.48,204.80,-2.60,5.00,2.45,-0.49,20283670,4084346433.17,96066
2026-09-24 00:00:00,GROWW,BILLIONBRAINS GARAGE VN L,188.88,189.87,184.25,186.55,188.63,-1.10,5.62,2.98,0.13,20205654,3765504732.32,134247
